1087.1469	924.0657	1813.0000
1087.1469	928.2556	1813.0000
1087.1469	932.4456	1813.0000
1087.1469	936.6355	1813.0000
1087.1469	940.8255	1813.0000
1087.1469	945.0155	1813.0000
1094.8885	954.4730	1826.0000
1094.8885	958.6381	1826.0000
1094.8885	962.8031	1826.0000
1094.8885	966.9682	1826.0000
1094.8885	971.1332	1826.0000
1087.1469	970.1552	1813.0000
1087.1469	974.3452	1813.0000
1087.1469	978.5351	1813.0000
1087.1469	999.4849	1813.0000
1087.1469	1003.6749	1813.0000
1087.1469	1045.5744	1813.0000
1087.1469	1049.7644	1813.0000
1087.1469	1053.9543	1813.0000
1087.1469	1058.1443	1813.0000
1087.1469	1062.3343	1813.0000
1087.1469	1066.5242	1813.0000
1087.1469	1070.7142	1813.0000
1094.8885	1079.4246	1826.0000
1094.8885	1083.5896	1826.0000
1094.8885	1087.7547	1826.0000
1094.8885	1091.9197	1826.0000
1087.1469	1091.6640	1813.0000
1094.8885	1100.2498	1826.0000
1087.1469	1100.0439	1813.0000
1087.1469	1125.1836	1813.0000
1087.1469	1129.3736	1813.0000
1087.1469	1133.5635	1813.0000
1087.1469	1137.7535	1813.0000
1087.1469	1141.9434	1813.0000
1087.1469	1183.8430	1813.0000
1087.1469	1196.4129	1813.0000
1087.1469	1200.6028	1813.0000
1087.1469	1221.5526	1813.0000
1091.2360	940.8255	1813.0000
1091.2360	945.0155	1813.0000
1091.2360	949.2054	1813.0000
1091.2360	953.3954	1813.0000
1091.2360	957.5853	1813.0000
1091.2360	961.7753	1813.0000
1091.2360	965.9652	1813.0000
1091.2360	970.1552	1813.0000
1091.2360	974.3452	1813.0000
1091.2360	978.5351	1813.0000
1091.2360	1003.6749	1813.0000
1098.9534	1079.4246	1826.0000
1091.2360	1079.0941	1813.0000
1098.9534	1087.7547	1826.0000
1091.2360	1087.4740	1813.0000
1091.2360	1091.6640	1813.0000
1098.9534	1100.2498	1826.0000
1091.2360	1100.0439	1813.0000
1091.2360	1129.3736	1813.0000
1091.2360	1133.5635	1813.0000
1091.2360	1137.7535	1813.0000
1095.3251	945.0155	1813.0000
1095.3251	949.2054	1813.0000
1095.3251	953.3954	1813.0000
1095.3251	957.5853	1813.0000
1095.3251	961.7753	1813.0000
1095.3251	965.9652	1813.0000
1095.3251	1079.0941	1813.0000
1103.0182	1087.7547	1826.0000
1095.3251	1087.4740	1813.0000
1095.3251	1091.6640	1813.0000
1095.3251	1095.8539	1813.0000
1095.3251	1100.0439	1813.0000
1095.3251	1104.2338	1813.0000
1099.4143	1083.2840	1813.0000
1099.4143	1095.8539	1813.0000
1099.4143	1100.0439	1813.0000
1786.0865	1945.3290	2947.0000
1780.6296	1930.3480	2934.0000
1784.0569	1935.9059	2940.0000
1786.3417	1937.5497	2944.0000
1786.3417	1939.5728	2944.0000
1788.0553	1941.2942	2947.0000
1786.3417	1943.6191	2944.0000
1788.0553	1945.3290	2947.0000
1786.3417	1947.6653	2944.0000
1786.3417	1949.6885	2944.0000
1786.3417	1951.7116	2944.0000
1786.3417	1953.7347	2944.0000
1786.3417	1955.7579	2944.0000
1788.0553	1957.4333	2947.0000
1789.7689	1959.0972	2950.0000
1789.7689	1961.1088	2950.0000
1789.7689	1963.1205	2950.0000
1789.7689	1965.1321	2950.0000
1788.0553	1967.5202	2947.0000
1788.0553	1969.5376	2947.0000
1788.0553	1971.5550	2947.0000
1786.3417	1973.9661	2944.0000
1786.3417	1975.9892	2944.0000
